HOUSEHOLD_ID,MEMBER_ID,LINE_NUMBER,A01_LAST_NAME,A01_FIRST_NAME,A01_SUFFIX,A01_MIDDLE_NAME,A02_RELATION_TO_HH_HEAD,A05_SEX,A07_AGE,A09_MARITAL_STATUS,A17_SOLO_PARENT,A18_SOLO_PARENT_ID,A19_SENIOR_CITIZEN_ID,A20_A_SEEING,A20_B_HEARING,A20_C_WALKING,A20_D_REMEMBERING,A20_E_SELF_CARING,A20_F_COMMUNICATING,B06_OFI,C01_SIMPLE_LITERACY,C02_HGC_LEVEL,C03_CURRENTLY_ATTENDING_SCHOOL,C05_CURRENT_GRADE_LEVEL,C06_REASON_NOT_ATTENDING_SCHOOL,C07_TVET_GRADUATE,C08_TVET_CURRENTLY_ATTENDING,E01_WORK_PAST_WEEK,E03_JOB_OR_BUSINESS_PAST_WEEK,E11_NATURE_OF_EMPLOYMENT,E12_NUMBER_OF_HOURS_WORKED,E13_NUMBER_OF_DAYS_WORKED,E14_TOTAL_NUMBER_OF_HOURS_WORKED,E15_WANT_MORE_HOURS,E16_LOOKING_FOR_ADDITIONAL_WORK,E18_CLASS_OF_WORKER,E19_BASIS_OF_PAYMENT,E24_REASON_MORE_OR_LESS_HOURS,E25_TRY_LOOK_FOR_WORK_OR_DO_BUSINESS,E29_REASON_NOT_LOOKING_FOR_WORK,E31_AVAILABLE_FOR_WORK,E32_WILLING_TO_WORK,E39_OWNERSHIP_OF_AGRI_LAND,E40_LAND_USED_IN_AGRI_ACTIVITY
HH000274,HH000274-M05,05,Reyes,Karen,,Flores,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000275,HH000275-M01,01,Domingo,Vincent,,Bautista,01,1,26,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,2,2,1,1,8,0,0,1,1,1,4,22,,,,,2,
HH000275,HH000275-M02,02,Domingo,Ana,,Fernandez,02,2,27,2,2,,,1,1,1,1,1,1,7,1,3,,,,1,2,1,,1,9,5,45,1,1,1,6,,,,,,2,
HH000275,HH000275-M03,03,Domingo,Andrea,,Lopez,04,2,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000275,HH000275-M04,04,Domingo,Hanson,,Mendoza,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000275,HH000275-M05,05,Domingo,Rose,,Torres,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000276,HH000276-M01,01,Salazar,Karen,,Navarro,01,2,27,2,2,,,1,1,1,1,1,1,7,1,5,,,,2,2,1,,2,8,5,40,2,2,2,7,,,,,,2,
HH000276,HH000276-M02,02,Salazar,Paolo,,Soriano,02,1,25,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,2,,,,,,,,,,1,,1,1,1,2
HH000276,HH000276-M03,03,Salazar,Andrea,,Domingo,04,2,3,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000276,HH000276-M04,04,Salazar,Sophia,,Aquino,04,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000277,HH000277-M01,01,Domingo,Vincent,,Torres,01,1,47,2,2,,,1,1,1,1,1,1,7,1,5,,,,2,2,1,,1,9,2,18,2,2,2,7,24,,,,,2,
HH000277,HH000277-M02,02,Domingo,Joy,,Mendoza,02,2,49,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,6,4,24,1,1,3,,23,,,,,2,
HH000277,HH000277-M03,03,Domingo,Rafael,,Mendoza,03,1,20,1,2,,,1,1,1,1,1,1,7,1,6,1,00034012,,1,2,1,,1,8,7,56,2,2,1,4,99,,,,,2,
HH000277,HH000277-M04,04,Domingo,Gabriel,,Ramos,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000278,HH000278-M01,01,Navarro,Angelo,,Ramos,01,1,58,2,2,,,1,1,1,1,2,1,7,1,3,,,,2,2,2,3,,,,,,,,,,2,10,,,2,
HH000278,HH000278-M02,02,Navarro,Ella,,Lopez,02,2,56,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000278,HH000278-M03,03,Navarro,Vincent,,Soriano,03,1,21,3,2,,,1,1,1,1,1,1,7,1,3,2,,05,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000278,HH000278-M04,04,Navarro,Angelo,,Bautista,03,1,16,2,2,,,1,1,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,2,04,1,2,2,
HH000278,HH000278-M05,05,Navarro,Bea,,Cruz,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000279,HH000279-M01,01,Valdez,Joy,,Flores,01,2,62,2,2,,2,1,1,1,1,2,3,7,1,3,,,,2,1,2,2,,,,,,,,,,2,01,1,2,2,
HH000279,HH000279-M02,02,Valdez,Nathan,,Aquino,02,1,62,2,2,,1,3,1,1,1,1,1,7,1,3,,,,2,2,1,,1,4,5,20,2,2,3,,23,,,,,2,
HH000280,HH000280-M01,01,Torres,Jose,,Aquino,01,1,40,1,2,,,1,1,1,1,1,1,2,1,6,,,,2,2,,,,,,,,,,,,,,,,,
HH000281,HH000281-M01,01,Fernandez,Paolo,,Navarro,01,1,64,2,2,,1,1,1,2,1,2,1,7,1,1,,,,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000281,HH000281-M02,02,Fernandez,Ana,,Diaz,02,2,59,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,6,48,2,2,1,1,,,,,,2,
HH000282,HH000282-M01,01,Pascual,Rafael,,Flores,01,1,25,5,1,1,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,5,40,2,2,3,,,,,,,2,
HH000282,HH000282-M02,02,Pascual,Miguel,,Cruz,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000283,HH000283-M01,01,Aquino,Marco,III,Ramos,01,1,42,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,50,2,2,2,4,12,,,,,1,1
HH000283,HH000283-M02,02,Aquino,Bea,,Rivera,02,2,44,2,2,,,2,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,03,1,1,2,
HH000283,HH000283-M03,03,Aquino,Jasmine,,Diaz,04,2,15,1,2,,,1,1,1,1,1,1,7,1,1,1,00024014,,2,2,2,2,,,,,,,,,,2,99,,,2,
HH000283,HH000283-M04,04,Aquino,Patricia,,Aquino,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000284,HH000284-M01,01,Bernal,Catherine,,Torres,01,2,29,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,6,5,29,2,2,1,1,28,,,,,2,
HH000284,HH000284-M02,02,Bernal,Jerome,,Santos,02,1,33,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,12,5,60,2,2,4,,11,,,,,2,
HH000285,HH000285-M01,01,Domingo,Mae,,Lopez,01,2,53,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,12,2,25,2,2,1,4,23,,,,,2,
HH000285,HH000285-M02,02,Domingo,Juan,,Mendoza,02,1,57,2,2,,,1,1,1,1,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,1,,2,2,2,
HH000285,HH000285-M03,03,Domingo,Daniel,,Cruz,03,1,19,1,2,,,1,1,1,1,1,1,7,1,5,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000285,HH000285-M04,04,Domingo,Angelo,Jr.,Castillo,03,1,11,1,2,,,1,2,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000286,HH000286-M01,01,Flores,John,,Torres,01,1,29,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,2,3,,,,,,,,,,2,99,,,1,1
HH000286,HH000286-M02,02,Flores,Rose,,Castillo,02,2,33,2,2,,,2,1,1,1,1,1,7,1,1,,,,2,2,1,,2,9,6,56,2,2,1,4,11,,,,,2,
HH000286,HH000286-M03,03,Flores,Miguel,Jr.,Torres,03,1,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000286,HH000286-M04,04,Flores,Mae,,Cruz,04,2,5,1,,,,1,1,2,1,1,2,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000287,HH000287-M01,01,Ramos,Sophia,,Diaz,01,2,34,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,8,7,54,2,2,3,,11,,,,,2,
HH000287,HH000287-M02,02,Ramos,Juan,,Mendoza,02,1,33,2,2,,,1,1,1,2,1,1,7,1,3,,,,2,2,1,,1,9,6,52,2,2,2,3,99,,,,,2,
HH000287,HH000287-M03,03,Ramos,Rafael,,Cruz,03,1,12,1,2,,,1,1,1,1,1,2,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000287,HH000287-M04,04,Ramos,Bea,,Santos,04,2,5,1,,,,1,1,1,1,1,1,,1,1,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000287,HH000287-M05,05,Ramos,Rafael,,Aquino,11,1,75,6,2,,1,1,1,1,1,1,1,7,1,3,,,,1,2,2,2,,,,,,,,,,1,,2,1,2,
HH000288,HH000288-M01,01,Pascual,Joshua,III,Aguilar,01,1,55,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,6,6,38,2,2,1,5,25,,,,,2,
HH000288,HH000288-M02,02,Pascual,Grace,,Bautista,02,2,50,2,2,,,1,1,1,1,1,1,1,1,6,,,,2,2,,,,,,,,,,,,,,,,,
HH000288,HH000288-M03,03,Pascual,Hanson,Jr.,Diaz,03,1,6,1,,,,2,1,1,1,1,1,,2,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000289,HH000289-M01,01,Bernal,Maria,,Cruz,01,2,52,1,1,1,,1,1,1,2,1,1,7,1,3,,,,1,2,1,,1,5,5,27,2,2,4,,27,,,,,2,
HH000289,HH000289-M02,02,Bernal,Daniel,,Aguilar,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,1,00024014,,2,2,2,2,,,,,,,,,,1,,1,1,2,
HH000289,HH000289-M03,03,Bernal,Hanson,Jr.,Soriano,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000289,HH000289-M04,04,Bernal,Bea,,Garcia,04,2,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000290,HH000290-M01,01,Navarro,Leah,,Valdez,01,2,40,2,2,,,1,1,2,1,1,1,7,1,6,,,,1,2,1,,2,8,6,46,2,2,1,3,,,,,,2,
HH000290,HH000290-M02,02,Navarro,Rafael,,Mendoza,02,1,38,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,1,8,5,38,2,2,1,2,29,,,,,1,1
HH000290,HH000290-M03,03,Navarro,Noel,,Santos,03,1,23,2,2,,,1,1,1,1,2,1,2,1,6,1,00034012,,2,2,,,,,,,,,,,,,,,,,
HH000290,HH000290-M04,04,Navarro,John,,Mendoza,03,1,23,2,2,,,1,1,1,1,1,1,7,1,3,2,,99,2,2,2,2,,,,,,,,,,2,05,1,2,2,
HH000290,HH000290-M05,05,Navarro,Carlo,Jr.,Ramos,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000290,HH000290-M06,06,Navarro,Gabriel,,Castillo,03,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000291,HH000291-M01,01,Reyes,Nathan,,Torres,01,1,35,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,7,6,43,2,2,1,4,,,,,,2,
HH000291,HH000291-M02,02,Reyes,Kristine,,Domingo,02,2,31,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,7,5,33,1,2,2,3,20,,,,,2,
HH000291,HH000291-M03,03,Reyes,Angelo,Jr.,Ramos,03,1,18,1,2,,,1,1,1,1,1,1,7,1,2,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000291,HH000291-M04,04,Reyes,Gabriel,,Rivera,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000291,HH000291-M05,05,Reyes,Catherine,,Navarro,12,2,72,3,2,,1,1,1,2,1,1,1,7,1,6,,,,2,2,2,3,,,,,,,,,,2,07,,,2,
HH000292,HH000292-M01,01,Torres,Camille,,Castillo,01,2,48,1,1,1,,2,1,1,1,1,1,7,1,1,,,,2,2,2,2,,,,,,,,,,2,10,,,2,
HH000292,HH000292-M02,02,Torres,Hanson,,Mendoza,03,1,19,1,2,,,1,1,1,1,1,1,7,1,6,1,00034012,,2,2,2,3,,,,,,,,,,2,10,,,2,
HH000292,HH000292-M03,03,Torres,Sophia,,Torres,04,2,16,1,2,,,1,2,1,1,1,1,7,1,2,1,00034011,,2,2,2,2,,,,,,,,,,2,09,,,2,
HH000293,HH000293-M01,01,Garcia,Miguel,,Cruz,01,1,51,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,4,31,1,2,1,3,24,,,,,1,2
HH000293,HH000293-M02,02,Garcia,Maria,,Castillo,02,2,54,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,40,1,1,3,,,,,,,2,
HH000293,HH000293-M03,03,Garcia,Jose,Jr.,Garcia,03,1,6,1,,,,1,1,1,1,1,1,,1,0,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000293,HH000293-M04,04,Garcia,Gabriel,,Aguilar,03,1,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000293,HH000293-M05,05,Garcia,Liza,,Rivera,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000294,HH000294-M01,01,Bautista,Rafael,Jr.,Rivera,01,1,44,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,1,8,5,39,2,2,2,6,23,,,,,2,
HH000294,HH000294-M02,02,Bautista,Patricia,,Santos,02,2,44,2,2,,,1,1,1,1,1,1,4,1,6,,,,2,2,1,,2,7,7,49,2,2,2,3,99,,,,,2,
HH000295,HH000295-M01,01,Bautista,Rafael,,Cruz,01,1,57,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,2,1,,1,10,5,50,2,2,2,3,11,,,,,2,
HH000295,HH000295-M02,02,Bautista,Mae,,Garcia,02,2,52,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,2,8,7,56,2,2,3,,99,,,,,2,
HH000295,HH000295-M03,03,Bautista,Rafael,,Garcia,03,1,23,2,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,1,,3,8,5,40,2,2,6,,,,,,,2,
HH000295,HH000295-M04,04,Bautista,Marco,,Soriano,03,1,6,1,,,,1,1,1,1,1,1,,1,1,1,00010011,,,,2,2,,,,,,,,,,,,,,,
HH000295,HH000295-M05,05,Bautista,Juan,,Valdez,03,1,5,1,,,,1,3,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000296,HH000296-M01,01,Soriano,Lance,,Diaz,01,1,44,2,2,,,1,1,3,1,1,1,7,1,2,,,,2,2,1,,2,10,6,60,1,1,1,3,13,,,,,2,
HH000296,HH000296-M02,02,Soriano,Catherine,,Fernandez,02,2,47,2,2,,,1,1,1,1,1,1,7,1,6,,,,1,2,1,,1,4,7,28,1,1,5,4,24,,,,,1,2
HH000296,HH000296-M03,03,Soriano,Joshua,,Reyes,03,1,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000296,HH000296-M04,04,Soriano,Joy,,Mendoza,04,2,12,2,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000297,HH000297-M01,01,Aguilar,Lance,,Valdez,01,1,52,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,3,12,5,60,2,2,2,2,12,,,,,2,
HH000298,HH000298-M01,01,Manalo,Joshua,,Aquino,01,1,34,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,1,1,,2,8,5,41,2,2,0,4,,,,,,2,
HH000298,HH000298-M02,02,Manalo,Liza,,Ramos,02,2,31,2,2,,,1,1,1,1,1,1,7,1,7,,,,2,2,1,,2,9,4,36,1,2,1,3,21,,,,,2,
HH000299,HH000299-M01,01,Bautista,Christian,,Torres,01,1,55,2,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,5,42,2,2,1,2,,,,,,2,
HH000299,HH000299-M02,02,Bautista,Grace,,Flores,02,2,58,2,2,,,1,1,3,1,1,1,7,1,2,,,,2,2,1,,1,8,2,14,1,2,6,,27,,,,,1,2
HH000299,HH000299-M03,03,Bautista,Marco,Jr.,Flores,03,1,7,1,,,,1,1,1,1,1,1,,1,1,1,00010012,,,,2,2,,,,,,,,,,,,,,,
HH000299,HH000299-M04,04,Bautista,Angela,,Flores,04,2,4,1,,,,,,,,,,,,,1,00001000,,,,,,,,,,,,,,,,,,,,
HH000299,HH000299-M05,05,Bautista,Paolo,Jr.,Flores,03,1,4,1,,,,,,,,,,,,,1,00002000,,,,,,,,,,,,,,,,,,,,
HH000299,HH000299-M06,06,Bautista,Gabriel,,Aquino,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000300,HH000300-M01,01,Aquino,Angela,,Lopez,01,2,32,2,2,,,1,1,2,1,1,1,7,2,5,,,,2,2,1,,2,8,5,39,2,2,1,4,31,,,,,2,
HH000300,HH000300-M02,02,Aquino,Lance,,Bautista,02,1,27,2,2,,,1,1,1,1,2,1,7,1,2,,,,2,2,1,,3,8,5,40,2,2,4,,,,,,,2,
HH000300,HH000300-M03,03,Aquino,Mark,Jr.,Ramos,03,1,12,1,2,,,1,1,1,1,1,1,,1,1,2,,10,,,2,2,,,,,,,,,,,,,,,
HH000300,HH000300-M04,04,Aquino,Sophia,,Valdez,04,2,3,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000300,HH000300-M05,05,Aquino,Nicole,,Castillo,04,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000300,HH000300-M06,06,Aquino,Joan,,Fernandez,23,2,39,1,2,,,1,1,1,1,1,2,7,1,6,,,,2,2,1,,1,10,3,28,2,2,6,,24,,,,,2,
HH000300,HH000300-M07,07,Aquino,Vincent,,Bautista,11,1,62,2,2,,1,1,1,3,1,1,3,7,1,6,,,,2,2,1,,1,6,4,26,2,2,0,4,27,,,,,2,
HH000301,HH000301-M01,01,Ramos,John,III,Torres,01,1,25,2,2,,,4,1,1,1,1,1,7,1,1,,,,2,2,1,,1,8,4,34,2,2,2,4,30,,,,,2,
HH000301,HH000301-M02,02,Ramos,Ana,,Cruz,02,2,24,2,2,,,1,1,2,1,1,1,7,1,2,1,00034012,,2,2,1,,2,5,5,24,1,1,3,,31,,,,,2,
HH000301,HH000301-M03,03,Ramos,Rafael,,Valdez,03,1,8,1,,,,1,1,1,1,1,1,,1,1,1,00010013,,,,2,2,,,,,,,,,,,,,,,
HH000301,HH000301-M04,04,Ramos,Maria,,Aquino,04,2,4,1,,,,,,,,,,,,,2,,12,,,,,,,,,,,,,,,,,,,
HH000301,HH000301-M05,05,Ramos,Sophia,,Aguilar,04,2,4,1,,,,,,,,,,,,,2,,06,,,,,,,,,,,,,,,,,,,
HH000302,HH000302-M01,01,Abad,Miguel,,Bautista,01,1,48,5,1,2,,1,1,1,1,1,2,7,1,1,,,,2,1,2,3,,,,,,,,,,2,10,,,2,
HH000302,HH000302-M02,02,Abad,Jose,Jr.,Lopez,03,1,24,2,2,,,1,2,1,1,1,1,7,1,5,1,00034012,,2,2,2,1,1,9,0,0,2,2,1,5,24,,,,,2,
HH000302,HH000302-M03,03,Abad,Mark,,Castillo,03,1,15,1,2,,,1,1,1,1,1,1,7,1,2,2,,06,2,2,2,3,,,,,,,,,,1,,1,1,2,
HH000302,HH000302-M04,04,Abad,Michelle,,Bautista,04,2,15,1,2,,,1,1,1,1,1,2,7,1,2,1,00024014,,1,2,2,2,,,,,,,,,,2,01,2,2,2,
HH000303,HH000303-M01,01,Aguilar,Joan,,Aquino,01,2,44,1,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,2,2,,,,,,,,,,2,05,2,2,2,
HH000303,HH000303-M02,02,Aguilar,Jerome,,Flores,03,1,18,1,2,,,1,1,1,1,1,1,7,1,2,2,,09,2,2,2,1,2,6,0,0,2,2,2,2,27,,,,,2,
HH000304,HH000304-M01,01,Pascual,Liza,,Diaz,01,2,67,2,2,,1,1,1,1,4,3,1,7,1,6,,,,2,2,2,1,1,9,0,0,1,2,3,,99,,,,,2,
HH000304,HH000304-M02,02,Pascual,Daniel,,Rivera,02,1,66,2,2,,1,2,1,1,1,1,3,7,1,3,,,,2,2,2,2,,,,,,,,,,2,06,,,2,
HH000305,HH000305-M01,01,Flores,Leah,,Flores,01,2,44,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,9,4,36,1,2,1,3,20,,,,,2,
HH000305,HH000305-M02,02,Flores,Joshua,,Castillo,02,1,44,2,2,,,3,4,1,1,1,1,7,1,4,,,,1,2,2,2,,,,,,,,,,1,,2,1,2,
HH000305,HH000305-M03,03,Flores,Karen,,Fernandez,04,2,20,1,2,,,1,1,1,1,1,1,7,1,3,1,00034012,,2,2,2,2,,,,,,,,,,2,09,,,1,1
HH000305,HH000305-M04,04,Flores,Paolo,,Domingo,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000305,HH000305-M05,05,Flores,Jose,,Domingo,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000305,HH000305-M06,06,Flores,Liza,,Castillo,04,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000306,HH000306-M01,01,Domingo,Jerome,,Santos,01,1,34,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,8,6,49,2,2,1,3,11,,,,,2,
HH000306,HH000306-M02,02,Domingo,Nicole,,Torres,02,2,36,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,7,5,35,2,2,1,5,31,,,,,2,
HH000306,HH000306-M03,03,Domingo,Kristine,,Aquino,04,2,14,1,2,,,1,1,1,3,1,1,,1,2,1,00024013,,,,2,2,,,,,,,,,,,,,,,
HH000306,HH000306-M04,04,Domingo,Leah,,Santos,04,2,12,1,2,,,1,1,1,1,1,1,,1,1,1,00024011,,,,2,2,,,,,,,,,,,,,,,
HH000306,HH000306-M05,05,Domingo,Marco,Jr.,Domingo,03,1,5,1,,,,1,1,1,1,1,1,,1,0,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000306,HH000306-M06,06,Domingo,Luis,,Bautista,03,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000306,HH000306-M07,07,Domingo,Camille,,Ramos,12,2,77,2,2,,1,1,1,1,1,2,1,7,1,3,,,,2,2,2,1,1,4,0,0,1,2,1,4,29,,,,,2,
HH000307,HH000307-M01,01,Ramos,Miguel,Jr.,Bautista,01,1,30,2,2,,,1,1,1,1,1,1,7,2,3,,,,2,1,2,2,,,,,,,,,,1,,1,2,2,
HH000307,HH000307-M02,02,Ramos,Joy,,Lopez,02,2,34,2,2,,,1,1,2,1,1,1,7,1,6,,,,2,2,1,,2,8,7,54,2,2,5,4,12,,,,,2,
HH000307,HH000307-M03,03,Ramos,Nathan,,Ramos,03,1,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000307,HH000307-M04,04,Ramos,Kristine,,Aguilar,04,2,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000307,HH000307-M05,05,Ramos,Hanson,,Lopez,23,1,54,1,2,,,1,1,1,1,1,1,7,1,3,,,,2,2,1,,3,8,5,42,1,1,1,4,,,,,,2,
HH000308,HH000308-M01,01,Cabrera,Jose,,Lopez,01,1,40,2,2,,,1,1,1,1,1,1,7,1,2,,,,1,2,1,,2,8,6,49,1,2,1,1,11,,,,,2,
HH000308,HH000308-M02,02,Cabrera,Ella,,Reyes,02,2,42,2,2,,,1,1,1,1,1,1,7,1,2,,,,2,2,1,,2,7,5,37,2,2,3,,99,,,,,2,
HH000308,HH000308-M03,03,Cabrera,Grace,,Aquino,04,2,22,4,2,,,1,2,1,1,1,1,7,1,3,2,,07,2,2,1,,1,9,2,18,1,2,1,5,23,,,,,1,1
HH000308,HH000308-M04,04,Cabrera,Joshua,,Rivera,03,1,20,1,2,,,1,1,1,1,1,1,1,1,6,2,,10,2,2,,,,,,,,,,,,,,,,,
HH000308,HH000308-M05,05,Cabrera,Marco,,Ramos,03,1,11,1,2,,,1,1,1,1,1,1,,1,1,1,00010016,,,,2,2,,,,,,,,,,,,,,,
HH000308,HH000308-M06,06,Cabrera,Rose,,Reyes,04,2,10,1,2,,,1,1,1,1,1,1,,1,1,1,00010015,,,,2,2,,,,,,,,,,,,,,,
HH000309,HH000309-M01,01,Corpuz,Luis,III,Diaz,01,1,27,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,6,48,2,2,0,4,,,,,,1,1
HH000309,HH000309-M02,02,Corpuz,Sophia,,Castillo,02,2,26,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,2,2,,,,,,,,,,2,04,2,2,2,
HH000309,HH000309-M03,03,Corpuz,Nicole,,Garcia,04,2,5,1,,,,1,1,1,1,2,1,,1,1,1,00002000,,,,2,2,,,,,,,,,,,,,,,
HH000310,HH000310-M01,01,Aguilar,Liza,,Rivera,01,2,41,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,3,8,4,30,2,2,3,,30,,,,,2,
HH000310,HH000310-M02,02,Aguilar,Paolo,,Bautista,02,1,36,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,7,55,2,2,3,,99,,,,,2,
HH000310,HH000310-M03,03,Aguilar,Gabriel,,Torres,03,1,13,1,2,,,1,1,1,1,1,1,,1,2,1,00024012,,,,2,2,,,,,,,,,,,,,,,
HH000311,HH000311-M01,01,Pascual,Mae,,Navarro,01,2,60,2,2,,1,1,1,1,1,1,1,7,1,3,,,,2,2,1,,2,10,5,52,2,2,2,3,12,,,,,2,
HH000311,HH000311-M02,02,Pascual,Paolo,,Navarro,02,1,57,2,2,,,1,1,1,1,1,1,7,1,6,,,,2,2,1,,1,8,5,41,2,2,3,,,,,,,2,
HH000312,HH000312-M01,01,Domingo,Joy,,Flores,01,2,58,6,1,2,,2,1,1,1,1,1,7,1,3,,,,1,2,1,,2,7,5,33,1,1,3,,23,,,,,2,
HH000312,HH000312-M02,02,Domingo,Jose,,Mendoza,03,1,21,1,2,,,1,1,1,1,1,1,7,1,3,2,,06,2,2,2,2,,,,,,,,,,1,,2,1,2,
HH000312,HH000312-M03,03,Domingo,Hanson,,Ramos,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HH000312,HH000312-M04,04,Domingo,Paolo,,Fernandez,03,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
